episode 1: score 260.0, best_score 260.0, best ave score 260.0, trailing 100 games avg 260.0, steps 513, total steps 513
episode 467: score 380.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 330.4, steps 477, total steps 238309
episode 468: score 160.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 329.9, steps 399, total steps 238708
episode 469: score 340.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 331.1, steps 507, total steps 239215
episode 470: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 330.4, steps 389, total steps 239604
episode 471: score 200.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 329.3, steps 415, total steps 240019
episode 472: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 329.7, steps 487, total steps 240506
episode 473: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 328.8, steps 465, total steps 240971
episode 474: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 325.3, steps 525, total steps 241496
episode 475: score 370.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 326.4, steps 601, total steps 242097
episode 476: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 327.6, steps 495, total steps 242592
episode 477: score 350.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 327.0, steps 551, total steps 243143
episode 478: score 370.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 328.0, steps 561, total steps 243704
episode 479: score 1030.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 335.2, steps 1097, total steps 244801
episode 480: score 210.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 334.7, steps 341, total steps 245142
episode 481: score 310.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 335.5, steps 455, total steps 245597
episode 482: score 200.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 334.3, steps 419, total steps 246016
episode 483: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 333.0, steps 521, total steps 246537
episode 484: score 250.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 332.3, steps 559, total steps 247096
episode 485: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 333.1, steps 549, total steps 247645
episode 486: score 370.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 335.7, steps 565, total steps 248210
episode 487: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 336.9, steps 389, total steps 248599
episode 488: score 190.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 336.4, steps 389, total steps 248988
episode 489: score 320.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 336.2, steps 497, total steps 249485
episode 490: score 200.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 334.5, steps 449, total steps 249934
episode 491: score 330.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 334.9, steps 477, total steps 250411
episode 492: score 300.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 335.4, steps 477, total steps 250888
episode 493: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 335.5, steps 389, total steps 251277
episode 494: score 240.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 331.7, steps 429, total steps 251706
episode 495: score 280.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 332.6, steps 467, total steps 252173
episode 496: score 470.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 332.1, steps 541, total steps 252714
episode 497: score 270.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 332.7, steps 475, total steps 253189
episode 498: score 290.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 331.2, steps 397, total steps 253586
episode 499: score 230.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 330.1, steps 431, total steps 254017
episode 500: score 190.0, best_score 2140.0, best ave score 614.7058823529412, trailing 100 games avg 328.9, steps 445, total steps 254462
total number of steps taken: 254462
